imdb_title_id	weighted_average_vote	total_votes
tt0398913	4.8	42784
tt0398921	4.6	181
tt0398927	4.1	734
tt0398963	6.6	2327
tt0398971	5.5	585
tt0398982	6.6	2199
tt0399040	8	1807
tt0399048	5.3	109
tt0399072	6.8	167
tt0399087	6.1	105
tt0399095	7.4	16682
tt0399110	1.7	620
tt0399146	7.4	220412
tt0399201	6.8	297368
tt0399216	5.2	243
tt0399221	6.6	102
tt0399222	6	1030
tt0399295	7.6	289908
tt0399327	5.6	24592
tt0399365	6.3	730
tt0399412	6.6	893
tt0399437	6.7	162
tt0399445	4.9	102
tt0399454	2.1	237
tt0399465	5.5	1063
tt0399497	7	673
tt0399608	7.1	520
tt0399650	7	1228
tt0399692	6.9	1264
tt0399725	6.6	134
tt0399738	6.2	1613
tt0399762	4.8	137
tt0399778	6.1	274
tt0399811	2.4	153
tt0399836	6.3	355
tt0399854	6.5	14058
tt0399862	6.8	4850
tt0399901	6.7	884
tt0399934	4.6	2359
tt0399942	5.2	772
tt0400150	3.6	198
tt0400156	5.2	1100
tt0400172	2.5	3509
tt0400174	7.2	858
tt0400186	6.5	682
tt0400199	4.5	635
tt0400201	4.6	475
tt0400209	6.8	171
tt0400234	8.5	18180
tt0400237	6.4	150
tt0400244	1.3	538
tt0400297	4.4	115
tt0400367	4.2	153
tt0400399	5.6	174
tt0400400	7	723
tt0400420	6.8	2950
tt0400425	5	152
tt0400426	3.1	13150
tt0400442	5.7	147
tt0400446	5.7	219
tt0400497	4.8	44419
tt0400507	5.8	146
tt0400522	3.9	176
tt0400525	6.3	22962
tt0400538	5.4	1559
tt0400566	2.6	486
tt0400585	6.7	615
tt0400586	6.6	264
tt0400598	6.4	567
tt0400611	4.6	120
tt0400679	4.4	278
tt0400681	7.1	228
tt0400688	5.4	1349
tt0400717	6.1	84628
tt0400739	6.1	105
tt0400761	7.2	1481
tt0400764	5	390
tt0400771	5.4	310
tt0400835	4.2	774
tt0400868	6.5	699
tt0400888	6.8	128
tt0400897	4.9	169
tt0400899	5.4	571
tt0400900	7	312
tt0400905	5	104
tt0400913	5.1	935
tt0400944	3.5	317
tt0401085	7.9	31178
tt0401089	6.7	1508
tt0401233	7	17429
tt0401244	6.5	4569
tt0401248	7.1	3076
tt0401271	2.9	870
tt0401277	5.7	254
tt0401312	6.4	125
tt0401320	5	445
tt0401383	8	102050
tt0401385	5.5	628
tt0401394	6.4	1168
tt0401408	6.4	403
tt0401410	5.2	296
tt0401420	6.5	6384
tt0401439	4.8	200
tt0401445	7	86962
tt0401449	3.5	361
tt0401462	2.1	565
tt0401488	6.9	1854
tt0401516	5.8	101
tt0401529	4.1	221
tt0401532	6.7	145
tt0401559	5.6	211
tt0401591	6.3	433
tt0401593	6	872
tt0401696	3.8	456
tt0401711	7.2	69897
tt0401726	5.9	184
tt0401729	6.6	251828
tt0401740	6.4	519
tt0401787	6.5	632
tt0401792	8	733158
tt0401808	7.2	658
tt0401815	5.1	9672
tt0401855	6.7	187347
tt0401997	7	57067
tt0402014	7.8	8009
tt0402016	6.2	143
tt0402022	5.5	122927
tt0402040	5.4	146
tt0402043	4.6	105
tt0402049	5.1	434
tt0402057	5.8	17319
tt0402063	5.9	411
tt0402065	6.6	119
tt0402093	5.8	532
tt0402102	6.2	639
tt0402115	6.3	2938
tt0402127	4.9	1535
tt0402130	6.1	1028
tt0402141	6.9	1482
tt0402158	5.9	10989
tt0402223	6	750
tt0402230	5.7	1392
tt0402247	5.5	833
tt0402249	6	5212
tt0402294	3.7	1704
tt0402374	6.8	293
tt0402378	5.5	239
tt0402399	6.7	81800
tt0402417	6.7	917
tt0402481	6.7	395
tt0402493	7.2	3634
tt0402505	6.7	791
tt0402554	6.9	100
tt0402590	7.1	503
tt0402595	6.1	878
tt0402606	2.5	140
tt0402607	2.4	172
tt0402710	6.4	372
tt0402743	5.1	4073
tt0402755	6.5	1155
tt0402764	6.2	1000
tt0402832	4.1	332
tt0402842	6.6	813
tt0402850	6.4	13802
tt0402874	6.1	3012
tt0402894	6.5	51367
tt0402901	5.1	34817
tt0402904	3.5	1084
tt0402910	6.5	50779
tt0402912	5.7	1208
tt0403016	4.3	4330
tt0403056	6.7	271
tt0403057	6.1	955
tt0403078	6.8	683
tt0403085	3	241
tt0403100	6.1	241
tt0403217	5.8	21481
tt0403267	3.9	672
tt0403279	3.1	216
tt0403304	5.6	398
tt0403310	6.4	224
tt0403327	8	178
tt0403347	5	153
tt0403353	6.9	145
tt0403358	6.4	51876
tt0403359	6.7	125
tt0403360	6.8	2612
tt0403390	5.2	232
tt0403407	5.4	5273
tt0403420	4.1	361
tt0403426	6.4	163
tt0403436	3.1	166
tt0403439	6.3	226
tt0403452	6.8	805
tt0403455	6.1	6572
tt0403483	6.3	739
tt0403508	6.5	53201
tt0403522	6.1	1992
tt0403524	6.7	207
tt0403537	4.6	1342
tt0403539	6.4	816
tt0403579	7.5	1215
tt0403598	2.9	178
tt0403645	4.2	4084
tt0403650	6.1	149
tt0403692	6.4	1357
tt0403702	6.4	71895
tt0403703	5	7839
tt0403848	4.5	889
tt0403885	2.9	1235
tt0403933	5.4	1339
tt0403935	3.3	3196
tt0403946	4.2	1120
tt0403965	6.6	304
tt0403990	6.4	1216
tt0404001	5.6	227
tt0404011	5.4	302
tt0404029	5.6	498
tt0404030	7.4	56278
tt0404031	3.3	468
tt0404032	6.7	117192
tt0404090	3.1	5889
tt0404163	5.9	4279
tt0404183	7.1	410
tt0404203	7.5	104097
tt0404215	6.2	1479
tt0404225	3.6	784
tt0404254	6.3	19408
tt0404259	7.5	741
tt0404318	6.4	735
tt0404325	5.2	703
tt0404337	4.5	125
tt0404390	7.4	96175
tt0404441	5.5	131
tt0404456	4.7	787
tt0404532	5.9	131
tt0404535	5.3	173
tt0404552	4.3	1614
tt0404745	5.6	234
tt0404777	6.7	3608
tt0404789	5.1	824
tt0404802	6.5	10315
tt0404827	4.8	630
tt0404978	5.7	23208
tt0405004	6.2	264
tt0405022	6.6	1054
tt0405024	3.7	305
tt0405052	5.2	1152
tt0405055	2.5	216
tt0405061	5.7	4590
tt0405094	8.4	349642
tt0405096	7	208
tt0405121	3.7	115
tt0405149	7.1	3469
tt0405159	8.1	623282
tt0405163	6.3	6081
tt0405250	6.4	151
tt0405266	7.6	3935
tt0405296	7.1	105125
tt0405308	3.1	343
tt0405312	4.7	211
tt0405325	6.2	77336
tt0405336	5.4	36783
tt0405357	5.3	289
tt0405393	6.8	8068
tt0405410	7.5	1856
tt0405422	7.1	387842
tt0405469	5.3	23638
tt0405507	5.4	3586
tt0405508	8.2	109037
tt0405629	7	2703
tt0405632	2.1	291
tt0405676	6.2	23404
tt0405699	5	630
tt0405743	7.2	10157
tt0405756	6.2	228
tt0405807	5.4	123
tt0405821	6.1	13033
tt0405826	5.8	102
tt0405860	3.9	238
tt0405861	5	1790
tt0405866	6.6	2585
tt0405893	5.4	153
tt0405908	5.2	109
tt0406038	7.1	1628
tt0406097	5.8	913
tt0406098	7.1	1436
tt0406115	6.7	140
tt0406158	7.3	6996
tt0406194	6	236
tt0406214	4.5	141
tt0406216	7	971
tt0406219	6.2	424
tt0406221	4.8	158
tt0406222	7	575
tt0406227	5.7	886
tt0406375	6.2	90965
tt0406383	5.7	136
tt0406528	7	215
tt0406542	5.6	267
tt0406551	7.5	349
tt0406559	2.4	156
tt0406650	6.9	17859
tt0406661	3.1	1099
tt0406669	6.5	269
tt0406672	6.8	373
tt0406711	7	456
tt0406713	6.1	346
tt0406740	5.6	158
tt0406754	6.2	3105
tt0406759	5.4	50924
tt0406794	7	230
tt0406816	6.9	86282
tt0406838	7.4	106
tt0406853	6.9	841
tt0406854	6.8	600
tt0406910	7.6	833
tt0406941	5.3	670
tt0406942	5.9	1743
tt0406951	4.6	373
tt0406977	6.2	5793
tt0406989	5.2	403
tt0406990	7.1	146
tt0407002	5.3	126
tt0407008	6.7	118
tt0407021	6.8	1026
tt0407038	4.1	1047
tt0407095	6.1	475
tt0407099	6.5	124
tt0407111	4.1	569
tt0407121	6.4	6302
tt0407205	6.1	920
tt0407230	6.3	367
tt0407236	7.3	3411
tt0407246	7.3	3809
tt0407251	4.7	606
tt0407265	7.4	40011
tt0407269	5.4	4060
tt0407297	4	294
tt0407304	6.5	409066
tt0407337	6.3	332
tt0407342	6.5	960
tt0407522	6.4	275
tt0407536	6.3	1061
tt0407551	5.9	118
tt0407568	5.8	144
tt0407617	6.5	1282
tt0407621	6.2	11427
tt0407643	6.9	119
tt0407680	4.2	396
tt0407696	3	132
tt0407707	4.3	521
tt0407708	5.6	992
tt0407732	5.8	8295
tt0407761	3.6	246
tt0407778	5.7	100
tt0407814	4.9	309
tt0407851	7.3	3717
tt0407858	5.5	337
tt0407867	6	124
tt0407887	8.5	1159703
tt0407918	2.4	427
tt0407924	6.6	229
tt0407929	7.3	148
tt0407937	5.4	244
tt0407998	5.5	5125
tt0408017	7.6	8929
tt0408060	6	462
tt0408120	7.3	1542
tt0408126	4	795
tt0408181	7.4	1493
tt0408199	6	982
tt0408217	6.8	183
tt0408236	7.3	337635
tt0408253	5.3	779
tt0408281	6.8	551
tt0408286	4.2	233
tt0408302	6.6	416
tt0408306	7.5	208522
tt0408318	7.2	3205
tt0408336	5	138
tt0408345	5.8	55656
tt0408470	6.8	441
tt0408524	5.8	20343
tt0408664	8.1	24108
tt0408681	5.7	287
tt0408777	7.5	30390
tt0408790	6.3	150163
tt0408828	5.1	1934
tt0408837	2.7	198
tt0408839	5.8	84805
tt0408927	6.5	549
tt0408961	5.7	2596
tt0408970	6	1752
tt0408976	5.1	932
tt0408985	6.5	27913
tt0408993	6.6	334
tt0409011	4.8	13927
tt0409016	5.7	189
tt0409032	5.3	151
tt0409034	6.6	2859
tt0409043	5.2	5318
tt0409068	4.4	184
tt0409072	7.2	6858
tt0409182	5.7	96734
tt0409184	7	19259
tt0409301	5.9	637
tt0409344	4.6	254
tt0409345	6.3	16600
tt0409379	6.1	7536
tt0409459	7.6	491133
tt0409527	5.1	1317
tt0409673	6.7	595
tt0409681	6.4	5926
tt0409694	7.1	223
tt0409696	7	1037
tt0409724	5.9	628
tt0409732	6	200
tt0409767	6	280
tt0409793	5	1036
tt0409811	6.9	229
tt0409838	6.7	383
tt0409847	6	204846
tt0409848	6.6	305
tt0409860	6.2	1552
tt0409866	6.8	173
tt0409904	6.5	33035
tt0409936	3.7	175
tt0409937	4.6	555
tt0409947	5.6	1098
tt0409962	4.6	269
tt0409992	7	127
tt0410006	5.1	987
tt0410096	6.2	151
tt0410097	7.3	38167
tt0410162	3.5	664
tt0410288	6.4	229
tt0410297	6.8	137599
tt0410316	7.2	1019
tt0410320	6.8	754
tt0410369	7.3	9600
tt0410377	6	32945
tt0410381	5.1	140
tt0410400	6.9	3094
tt0410403	5.3	773
tt0410410	6.3	321
tt0410433	4.9	167
tt0410445	6.4	204
tt0410454	6.8	995
tt0410466	6.9	826
tt0410516	7.3	157
tt0410537	6.1	1799
tt0410549	6.7	681
tt0410564	6.5	196
tt0410569	6.3	107
tt0410571	6.6	165
tt0410591	3.6	147
tt0410603	5.3	367
tt0410605	6	396
tt0410606	5.9	368
tt0410626	4.7	643
tt0410639	6.3	1583
tt0410648	4	150
tt0410666	7.3	121
tt0410730	6.9	16226
tt0410751	5.6	173
tt0410757	4.9	396
tt0410764	6.5	31412
tt0410952	5.3	316
tt0411057	6.8	138
tt0411058	5.3	241
tt0411061	5.9	73525
tt0411096	6.4	107
tt0411098	7.5	3838
tt0411117	6.2	1099
tt0411118	6.5	7586
tt0411131	7.7	1010
tt0411165	5.8	120
tt0411195	7.2	20686
tt0411234	5.7	304
tt0411267	5.4	10334
tt0411270	7.3	18573
tt0411271	5.6	183
tt0411272	7.5	28005
tt0411281	7.3	206
tt0411323	5.8	2658
tt0411396	5.1	318
tt0411427	6.5	1115
tt0411469	7.9	4580
tt0411475	5.1	15323
tt0411477	7	252599
tt0411542	5.7	447
tt0411644	4.4	360
tt0411665	6.3	185
tt0411702	7.1	1726
tt0411705	4.8	21196
tt0411733	7.1	156
tt0411743	5.9	804
tt0411753	5	100
tt0411805	3.3	4582
tt0411806	3.3	3971
tt0411815	4.8	1228
tt0411821	7.9	895
tt0411883	5	840
tt0411951	4.8	25893
tt0411954	3.4	101
tt0412019	7.2	96903
tt0412026	7.1	129
tt0412032	4.1	262
tt0412042	6.2	343
tt0412044	6	387
tt0412080	7.8	51228
tt0412297	5.8	143
tt0412298	6	921
tt0412308	7.2	2625
tt0412393	3.6	407
tt0412412	5	526
tt0412422	5.2	776
tt0412498	3.7	195
tt0412535	5.1	6409
tt0412536	6.7	11990
tt0412554	6.5	162
tt0412572	5.6	117
tt0412596	6.9	2747
tt0412637	6.5	5893
tt0412639	5.3	273
tt0412689	6.5	775
tt0412798	6	13127
tt0412808	6	1153
tt0412888	7.1	1913
tt0412922	7.5	22226
tt0413015	7	14981
tt0413053	6.7	528
tt0413099	5.4	137414
tt0413172	5.9	362
tt0413267	6.1	274290
tt0413297	5.1	121
tt0413300	6.2	489497
tt0413302	5.4	207
tt0413348	6.7	239
tt0413358	6.2	406
tt0413390	6.6	147
tt0413401	7.1	469
tt0413422	6.6	356
tt0413451	5.8	148
tt0413460	5.5	199
tt0413466	6	4620
tt0413472	6.5	244
tt0413509	6.9	132
tt0413515	6.5	450
tt0413669	3.5	146
tt0413680	5.9	102
tt0413821	6.3	144
tt0413879	5	3708
tt0413893	7.7	5685
tt0413895	6.3	36300
tt0414000	4.2	143
tt0414036	4.2	693
tt0414040	4.2	757
tt0414042	5.9	568
tt0414055	6.8	66019
tt0414135	5.9	132
tt0414161	2.7	1240
tt0414195	7	1575
tt0414200	6.7	1223
tt0414225	6.4	166
tt0414261	7.2	145
tt0414290	5.6	115
tt0414322	7.6	418
tt0414344	6.8	1185
tt0414356	4.4	484
tt0414387	7.8	247664
tt0414413	6	216
tt0414426	6.2	2287
tt0414428	6.4	146
tt0414476	4.7	224
tt0414510	5.7	407
tt0414513	6.7	675
tt0414624	6.9	356
tt0414658	4.9	127
tt0414705	4.8	150
tt0414713	7.3	828
tt0414714	3.1	332
tt0414796	4.7	363
tt0414808	6.9	165
tt0414834	6.3	125
tt0414850	6.4	1822
tt0414851	7	1893
tt0414852	7.2	65776
tt0414853	5.5	27116
tt0414879	5.9	1671
tt0414891	6.8	405
tt0414905	5.8	105
tt0414924	5.8	119
tt0414931	6.7	4995
tt0414951	6.2	15447
tt0414976	6.2	277
tt0414982	5.8	128313
tt0414993	7.2	225202
tt0414998	5	119
tt0415003	5.5	3349
tt0415006	6.5	235
tt0415023	6.4	762
tt0415046	7.9	910
tt0415058	6.7	209
tt0415080	6.3	1353
tt0415094	5.8	540
tt0415116	4.9	193
tt0415127	7.1	3602
tt0415141	5.2	5448
tt0415147	6.1	622
tt0415160	3.6	4323
tt0415167	4	5299
tt0415183	6.2	350
tt0415191	6.4	102
tt0415219	5.4	1378
tt0415234	6.4	1011
tt0415306	6.6	164356
tt0415311	4.7	259
tt0415345	2.4	2259
tt0415380	6.8	1434
tt0415481	7.2	2296
tt0415489	3.7	1608
tt0415607	7.4	3929
tt0415678	5.9	1872
tt0415679	5	3702
tt0415689	5.7	1370
tt0415739	6.5	152
tt0415748	3.5	149
tt0415768	5.5	3057
tt0415778	5.1	5097
tt0415806	6.2	198
tt0415819	6.3	1277
tt0415820	4.5	123
tt0415833	6.3	1303
tt0415838	5.8	338
tt0415850	4.3	3001
tt0415855	5.5	1412
tt0415856	6.3	5891
tt0415872	6.3	839
tt0415877	5.1	130
tt0415908	4.6	4787
tt0415932	6.7	4926
tt0415940	5.3	577
tt0415949	5.3	3014
tt0415955	6.2	179
tt0415958	7	108
tt0415964	5.6	472
tt0415965	6.8	19763
tt0415978	7.3	34614
tt0415981	5.2	102
tt0416032	6.9	1225
tt0416040	7	294
tt0416041	5.3	272
tt0416044	7.2	44062
tt0416051	5.5	1808
tt0416070	5.9	205
tt0416073	6.3	780
tt0416080	6	553
tt0416099	7.6	801
tt0416101	7	296
tt0416111	6.3	391
tt0416119	5.6	547
tt0416120	4.5	716
tt0416185	6.7	20004
tt0416206	4.3	112
tt0416207	4.7	103
tt0416212	7.3	23935
tt0416213	6.5	587
tt0416214	5.5	547
tt0416220	7.2	6786
tt0416231	4.9	132
tt0416236	6.5	86673
tt0416263	3.7	156
tt0416282	4.9	612
tt0416292	7.1	1759
tt0416315	6.2	66639
tt0416316	5.7	3828
tt0416320	7.6	203006
tt0416331	6.7	2694
tt0416333	4.7	282
tt0416449	7.6	722519
tt0416465	5.7	527
tt0416471	6.1	2981
tt0416481	3.7	113
tt0416489	5.6	175
tt0416492	5.9	373
tt0416496	5.7	33675
tt0416499	7	3724
tt0416508	7.1	57292
tt0416658	6	372
tt0416666	3.9	103
tt0416675	6	3248
tt0416688	5.3	355
tt0416712	4.4	670
tt0416717	5.7	169
tt0416729	5.9	250
tt0416730	2.3	284
tt0416773	4.5	748
tt0416775	3	828
tt0416853	5.7	1799
tt0416854	7.2	3376
tt0416871	5.9	3843
tt0416873	4	140
tt0416874	5.6	302
tt0416881	7.4	1424
tt0416887	4.9	113
tt0416891	5.3	1340
tt0416908	6.2	569
tt0416918	4.3	316
tt0416943	6.8	242
tt0416960	8.5	13756
tt0416979	6.5	2525
tt0416991	7.6	3505
tt0417001	5.9	30272
tt0417011	7.1	1139
tt0417046	5.7	1577
tt0417056	1.8	16723
tt0417071	6.5	214
tt0417072	6.3	5076
tt0417096	4.4	415
tt0417106	4.9	514
tt0417148	5.4	130298
tt0417182	5.6	439
tt0417189	7.1	8390
tt0417202	7.1	2815
tt0417217	6.3	42787
tt0417220	5.3	151
tt0417225	6.3	5152
tt0417229	7.3	525
tt0417241	7.1	1431
tt0417243	6.8	2769
tt0417287	3.4	216
tt0417385	7.5	6652
tt0417396	6.3	316
tt0417397	7.1	19529
tt0417433	5.9	20132
tt0417453	5.7	356
tt0417499	6.9	229
tt0417532	5.9	631
tt0417550	5.7	479
tt0417586	6.6	622
tt0417614	6.4	2357
tt0417658	6.6	13730
tt0417686	2.8	1086
tt0417731	6.7	133
tt0417736	6.2	113
tt0417741	7.6	458080
tt0417745	4.6	1838
tt0417751	5.2	1596
tt0417778	5.1	304
tt0417782	6.6	322
tt0417791	7.8	14198
tt0417844	5.1	454
tt0417871	5.2	2795
tt0417907	5.5	926
tt0417909	3.8	158
tt0417930	6.5	369
tt0417944	6.3	3408
tt0417949	6.3	271
tt0417976	5.6	8883
tt0418004	6.6	6426
tt0418016	6.5	628
tt0418020	6	227
tt0418075	5.4	187
tt0418091	6.6	909
tt0418096	3.7	586
tt0418110	7.2	8405
tt0418115	6.8	793
tt0418206	3.7	348
tt0418239	7	2498
tt0418251	2.6	301
tt0418259	6.3	2986
tt0418279	7	589274
tt0418294	4.7	378
tt0418299	6.5	368
tt0418305	6.9	204
tt0418309	6.7	757
tt0418325	4.3	933
tt0418329	4.9	201
tt0418362	6.7	13339
tt0418451	5.3	108
tt0418455	7.8	44492
tt0418460	6.6	9394
tt0418471	5.9	1458
tt0418484	6.2	646
tt0418499	3.8	149
tt0418586	6.3	6802
tt0418590	5	103
tt0418599	4.2	894
tt0418602	5.9	191
tt0418627	2.7	4889
tt0418647	6.8	11944
tt0418657	6.4	1043
tt0418676	5.3	247
tt0418689	7	116024
tt0418693	4.5	104
tt0418758	6.5	1644
tt0418763	7	173187
tt0418773	6.9	21964
tt0418778	6	5211
tt0418819	6.2	90581
tt0418832	5.3	14179
tt0418835	5.9	177
tt0418847	6	209
tt0418851	5.8	120
tt0418872	4.9	159
tt0418873	2.5	365
tt0418879	5.3	1771
tt0418880	3.5	854
tt0418887	6.1	4194
tt0418903	6.6	271
tt0418905	2.4	395
tt0418982	6.4	659
tt0418986	5.2	759
tt0419026	5.7	467
tt0419058	6.9	16767
tt0419073	6.8	2679
tt0419081	3.8	477
tt0419098	4.2	113
tt0419135	6.3	905
tt0419146	6.5	1823
tt0419160	4.4	1348
tt0419168	4.2	188
tt0419198	7.1	13299
tt0419217	4.1	375
tt0419236	6.3	488
tt0419256	6.8	2928
tt0419279	7.6	2194
tt0419280	6.2	4063
tt0419294	7.4	38364
tt0419389	6.5	385
tt0419396	6	211
tt0419416	6.4	1607
tt0419420	7.1	2889
tt0419424	7	369
tt0419449	6.1	2641
tt0419468	5.4	2989
tt0419473	6.5	952
tt0419482	6.1	1562
tt0419491	7.1	924
tt0419515	7.1	1890
tt0419634	7	200
tt0419641	6.1	1917
tt0419663	3.9	1287
tt0419673	4.3	124
tt0419677	7.6	48541
tt0419679	4.6	186
tt0419684	2.7	276
tt0419692	4.3	203
tt0419706	5.2	105058
tt0419712	5.4	116
tt0419722	6.3	577
tt0419730	5.9	419
tt0419749	7	32400
tt0419766	6	1161
tt0419773	6.9	1327
tt0419781	8.8	6494
tt0419787	6.4	1500
tt0419797	3.5	240
tt0419815	6.8	808
tt0419821	7.1	105
tt0419843	6.4	30715
tt0419858	5.1	204
tt0419881	6.5	2270
tt0419887	7.6	76630
tt0419922	6.5	243
tt0419946	4.7	32004
tt0419952	6.6	1293
tt0419954	7	489
tt0419974	6.9	291
tt0419983	6.2	241
tt0419984	5.1	34735
tt0419992	7.2	1139
tt0420015	6.7	6489
tt0420038	6.2	102
tt0420046	6.7	705
tt0420076	5.8	3522
tt0420087	6.7	21686
tt0420090	6.9	812
tt0420101	6.5	264
tt0420116	6.3	214
tt0420133	4.9	439
tt0420136	6	519
tt0420143	4.3	490
tt0420158	6.2	409
tt0420170	6.3	212
tt0420183	6.6	567
tt0420206	7.2	13228
tt0420211	6.3	1397
tt0420215	6.6	429
tt0420223	7.5	215310
tt0420233	7.4	1427
tt0420238	6.1	35382
tt0420251	7	18467
tt0420260	7.3	4183
tt0420289	5.8	142
tt0420291	6.9	5275
tt0420293	6.9	35968
tt0420294	5.8	66836
tt0420304	7.1	1997
tt0420318	7.7	3817
tt0420328	4.5	223
tt0420332	7.8	47905
tt0420333	6.9	735
tt0420347	5.6	266
tt0420509	7.2	13164
tt0420548	7.1	4164
tt0420555	5.7	6423
tt0420577	6.3	110
tt0420609	7	16112
tt0420627	6.2	959
tt0420646	7	303
tt0420660	6.2	405
tt0420704	4.7	185
tt0420715	7.8	448
tt0420727	8.2	505
tt0420740	6	4640
tt0420757	5.5	7542
tt0420835	6.6	926
tt0420884	6.2	328
tt0420886	6.3	387
tt0420897	6.6	229
tt0420901	7.7	10901
tt0420966	6.1	1053
tt0420971	6.4	194
tt0420978	5.6	387
tt0420982	7.2	5995
tt0421007	3.2	272
tt0421045	5.7	3202
tt0421051	1.8	13819
tt0421054	5.9	64123
tt0421068	7	273
tt0421073	6.8	106070
tt0421082	7.7	60690
tt0421090	6.1	2229
tt0421116	5.5	317
tt0421143	4.3	381
tt0421146	5.6	189
tt0421156	3.4	228
tt0421206	6.9	54361
tt0421224	6.2	341
tt0421229	7.6	3192
tt0421237	2.9	514
tt0421238	7.3	49578
tt0421239	6.4	111273
tt0421250	5.8	240
tt0421277	4.1	386
tt0421528	6.6	1753
tt0421539	5.2	593
tt0421562	5.3	164
tt0421593	4.9	115
tt0421603	5.1	423
tt0421625	7.4	6080
tt0421640	5.7	410
tt0421662	7.1	210
tt0421715	7.8	575714
tt0421729	4.7	39973
tt0421920	5.8	517
tt0421947	6	596
tt0421960	7.3	200
tt0421974	5.8	4262
tt0421983	2.6	324
tt0421994	6.8	29277
tt0421998	6.7	238
tt0422029	5.2	633
tt0422037	4.9	428
tt0422072	5.9	124
tt0422091	6.7	17749
tt0422093	5.8	13413
tt0422133	6.1	2190
tt0422160	4.7	203
tt0422182	4.1	107
tt0422236	5.5	2343
tt0422238	6.2	105
tt0422249	6.7	102
tt0422265	6	1429
tt0422272	6.1	15522
tt0422295	6.5	15068
tt0422309	4.2	132
tt0422320	7.6	7786
tt0422366	6	341
tt0422370	6	1061
tt0422401	5.7	28336
tt0422419	4.8	894
tt0422429	3.1	222
tt0422458	6.7	466
tt0422460	5.4	1527
tt0422462	6.4	261
tt0422479	5.7	160
tt0422491	6.9	1690
tt0422621	6.9	535
tt0422622	4.5	144
tt0422634	6.3	313
tt0422689	4.4	1294
tt0422702	6.6	121
tt0422708	7	1314
tt0422720	6.4	98715
tt0422764	5.8	421
tt0422774	4.2	19346
tt0422779	3.7	3975
tt0422783	7.3	5517
tt0422861	5.5	5975
tt0422907	5.3	124
tt0422908	7.1	1293
tt0422934	6.3	975
tt0422950	6.1	1670
tt0422963	5.5	259
tt0422981	6	405
tt0423034	6.3	1020
tt0423061	5.8	163
tt0423116	4.5	819
tt0423129	3.8	165
tt0423166	7.7	930
tt0423169	6.6	11341
tt0423176	7.1	2994
tt0423195	5.9	562
tt0423232	6.5	120
tt0423238	5.6	870
tt0423277	7.1	554
tt0423286	3.2	301
tt0423293	6.8	155
tt0423294	6.7	67541
tt0423310	7.4	3213
tt0423313	5.7	287
tt0423360	6.6	314
tt0423370	5.5	488
tt0423372	5.4	526
tt0423382	6.1	3166
tt0423397	6.8	319
tt0423409	6.7	12297
tt0423424	6.9	277
tt0423442	5.6	578
tt0423461	7	548
tt0423470	7.9	2795
tt0423474	4.1	531
tt0423514	5.5	734
tt0423515	1.9	1478
tt0423584	4.9	257
tt0423783	6.4	385
tt0423813	5.8	331
tt0423814	4.8	402
tt0423841	4.4	221
tt0423866	8	48839
tt0423868	7.3	306
tt0423869	5.3	361
tt0423877	5.3	1162
tt0423881	6.6	562
tt0423914	6.6	193
tt0423977	7	62347
tt0424025	5.4	843
tt0424062	7.8	305
tt0424095	6.6	110469
tt0424107	5.4	307
tt0424115	3.9	105
tt0424136	7.1	151976
tt0424142	6.6	141
tt0424205	7.7	27139
tt0424227	8.1	17592
tt0424234	6.8	663
tt0424237	6.9	4660
tt0424238	5.3	134
tt0424273	7.5	972
tt0424287	6.2	1952
tt0424297	5.7	1502
tt0424318	6.7	274
tt0424338	5.5	1880
tt0424340	5.2	156
tt0424345	7.3	128887
tt0424365	5.5	500
tt0424374	6.9	602
tt0424430	7.2	2789
tt0424434	7.7	4658
tt0424448	6.1	516
tt0424472	4.1	125
tt0424536	6.2	214
tt0424539	4.8	393
tt0424757	6.6	414
tt0424769	6.6	1517
tt0424774	3.5	30917
tt0424778	6.3	154
tt0424789	6.6	1855
tt0424817	3.5	171
tt0424818	5.3	128
tt0424823	5.3	40264
tt0424830	7	253
tt0424840	4.2	304
tt0424846	5.5	146
tt0424855	2.3	303
tt0424856	2.2	153
tt0424863	5.3	1414
tt0424867	5.7	362
tt0424873	2.9	3592
tt0424880	7.2	42805
tt0424890	3.4	351
tt0424908	6.8	12853
tt0424938	5.5	5648
tt0424958	5.1	1200
tt0424965	5.4	270
tt0424971	6.7	2337
tt0424986	7.8	2650
tt0424992	7.2	1904
tt0424993	5.5	44008
tt0424997	6.4	128
tt0425027	6.7	3888
tt0425055	5.8	2451
tt0425056	4.1	155
tt0425057	4.3	488
tt0425061	6.5	200748
tt0425068	3.8	112
tt0425079	7.8	9333
tt0425080	6.2	2233
tt0425087	5.7	753
tt0425090	6	646
tt0425094	6.7	1228
tt0425112	7.8	454132
tt0425123	6.7	97788
tt0425125	6.4	613
tt0425132	5.4	612
tt0425147	6.6	112
tt0425151	6	1514
tt0425153	4.7	224
tt0425162	8.2	2486
tt0425170	5.3	127
tt0425186	5.5	568
tt0425196	6.3	4485
tt0425202	5.7	191
tt0425206	5.2	823
tt0425210	7.7	296787
tt0425218	2.4	243
tt0425223	6	250
tt0425235	7.3	2487
tt0425236	5.8	1839
tt0425253	5.8	7985
tt0425278	6.7	754
tt0425295	5.8	561
tt0425298	3.2	113
tt0425308	6.2	4164
tt0425314	5.6	873
tt0425321	7.5	5819
tt0425326	7	11201
